text,label
We had dinner here with friends.  I got the lobster ravioli special and quite enjoyed it.  We had good service by the entire staff.  Everyone one in my party enjoyed their meal.  I would recommend this place to anyone looking for a good meal by the park.,"[0.0, 1.0]"
Made arrangements with the bar to host a going away party.  A few days before the event I was told that they did not feel comfortable reserving the area and made us cancel the reservation.  The owner had a terrible attitude when she should have been compassionate.  My colleagues and I will surely no longer go to this venue.,"[0.0, 1.0]"
"We were almost 30 min late for out 8 pm reservation at Cuba, but fortunately they have kept our table. We had delicious coctails. For starter I had Tiradito de Pargo; Marinated red snapper, lemon citrus, red onions, jalapens, cilantroand fresh mango, and for main course Pounded sirloin steak, sauteed onions and delicious chimichurri. My friend had Bacalatios Cubanos; Cod fish fritters with chipotle mayo and Red snapper, green plantain crust, sofrito sauce. Everything was really good, I especially enjoyed the chimichurri. With coffee our waiter recommended old Metusalem rhum. I normally don´t like strong liquors straight up, but this was delicious and very smooth!","[0.0, 1.0]"
"I came to Queens Comfort on a weekend afternoon with an empty stomach and some serious jonesing for brunch food, and it really it the spot. I started with an appetizer, the fireballs, which are fried balls of macaroni and cheese with sri acha sauce. They're nicely fried on the outside, moist on the inside, and spicy. My main was the crab cakes benedict. The cake is rather tall, very moist, and lightly fried. Atop it is a poached egg and some well-considered hollandaise. Underneath, are some greens and tomato. The plate has a lot of flavor, especially the hollandaise, which I was beginning to think was a lost art. The only bit of mediocrity was the $4.50 orange juice, that while tasting fresh, was not fresh squeezed. Service was good, and it's surprisingly comfortable given the communal tables and loud atmosphere. If you're reading this, go. Go to Queens Comfort now, and have a great brunch.","[1.0, 0.0]"
"Sweet Afton was a little difficult to find when I went especially in this chilly dark weather. But once inside, the decor was great! The host was really nice. My boyfriend were looking for cozy seats to catch up on, and this place has a variety of seating for groups, couples, and for singles. We ended up going ALLLLLLLLL the way to the back, in a booth which was very cozy. We ordered a couple specialty cocktails, mac and cheese, and grilled cheese. It was all great! The food tasted really good together. Maybe it was our choices, I dont know. The professionalism, the cutlery, the food, the service, was all very well thought out. I appreciate it. Especially since the entire time I was looking for something wrong. Oh, wait, I did find something wrong. There was a cob-web like 6 feet above me, in the corner of the ceiling. Once the alcohol was running, I wasn't worried about it anymore. Overall, we had a pleasant time. I kind of wished that I tried their specialty dish, maybe net time. I would consider this place the next time I want a cozy dinner in Astoria on 30th/31st Ave.","[1.0, 0.0]"
"Grimaldis is another classic historic NY pizza joint.  I remember being blown away when I was younger by their pizza.  I thought that it was not as good as Patsy's, but definitely better than anything I could get in my home town.   I went back recently, as I have been revisiting all of my favorite childhood pizzerias.  Sadly, I was underwhelmed.  The sauce was the best part of the pizza.  The crust was flavorless, and the cheese was rubbery.  It looked like the same cheese that Patsy's uses.   They seem to always have a line of customers, but if they are like me, and went there as a kid, then the lines wont be around for long.","[0.0, 1.0]"
They would have 5 stars if they had a vegetarian rice option. But overall reminds me of home in the bay!! We needed dos toros!,"[0.0, 1.0]"
"Have heard a lot about Carmine's - perhaps too much build-up? Salad was the best part of the meal. Pasta with meatballs was fine, but not better than the many smaller Italian places nearby. Would not go back with so many other options in the area, but could be fun with kids.","[1.0, 0.0]"
"Pros: Friendly staff. Good space. Good food. We order four plates and all of them were pretty good except the oxtail. It was too dry. Cons: It took them literally 35-40 minutes to prepare our food (4 plates). Horrible music. really under staff Note: They have small portions, so make sure to order at least 2 - 3 plates per person.","[0.0, 1.0]"
All around good and tasty comfort food. Love this place and plan on coming back again soon!,"[1.0, 0.0]"
"Grilled Corn with the cheese, lime, butter and chili flakes. This is great stuff for around $2. Five Stars for the corn. I am not a big corn person...but I do dream about this corn sometimes...lucky for me that I live near by now. Have had the steak burrito there as well and it is a bit above average. Hence the overall 4 stars for now. I look forward to eating at the restuarant again and trying echiladas or the steak sandwhich. The restuarant itself is always busy at night with people waiting outside. They do have a little to go shop around the corner. Easy way to just get the grilled corn if that is all you are after. Highly reccomended. See my current top NY restaurants at newyorkcityreviews.wordp…","[1.0, 0.0]"
Little vegetarian selection and really like any other Chinese joint I've been to.,"[0.0, 1.0]"
"better than trellis, but thats not saying much the menu is ameture. you can tell it was created by a hobbyist, and not a chef. it has no congruity or flow, too much variety with not enough total items available. the food tends to be either really unhealthy (fatty, salty, fried, cheesed, gravy'd, etc), or bland and unpalletable. there is not a single healthy option on the menu besides a side of carrots and celery (mind you, it comes with blue cheese dressing). i have purchased several different meals from here, both dine-in and take-out, and have yet to be pleased with anything. add to this the fact that the food is priced as if it is balducci or cittorella quality, yet delivered closer to mcdonalds quality and this place is not for the hungry. the drink selection is reasonable, prices are reasonable during happy hour. besides the drinks, the only thing this place has going for it are the cute girls that work there (they cant wait tables, but they are friendly and nice to look at), hiring young cuties seems to be the only good business decision the owner has made. my advice is to eat a sandwich at home and hit this 2nd rate hooters for cheap_o pitchers of coors light. then jump on the tram and hit the strip club for a nite-cap. my advice for the owner is to firre the chef, hire a professional, write a real ""grown up"" menu, and feature 3 distinct healthy entree options. also establish a complete prix fixed brunch menu that includes a morning drink and coffee, AND CHOICES OF DECENT OPTIONS, for under $17 and youll get my business back.","[0.0, 1.0]"
"Mary had a little lamb, and why does Mary love the lamb so...? Because this lamb is regoddamndiculous! These succulent morsels of shaved, twice cooked infant sheep is how the Greeks created an empire. One bite, and you'd fight and die for it too.   The line is usually insanely long. But moves fast, so don't let it discourage you. The tzatziki, which is the best I've ever had. Is made more of sour cream rather than the usual bland no fat, no calorie, dribble. Have a splash of their spicy hot sauce if you like a punch. Mix it all up and put that in your gullet, and you'll be spartan warrior with a belly full of deliciousness. Even the fries are amazing, crispy with a hint of olive oil and spices. The kicker... A Gyro platter (which is accurately pronounced ""Yee-roh""), a drink, and order of fries for $12! Take my money sir! I'd happily pay $30 for the best gyro this side of the Mediterranean. Glory to the gods it's good!","[1.0, 0.0]"
"Awesome little spot! Had the chicken kabob sandwich, and though disappointed they didn't have any sauces, the owner (very nice guy btw) insisted that the chicken was marinated and the sauce would only serve to distract. He was right! the chicken is juicy and marinated to perfection, and the lettuce lightly dressed with oil. The bread was also very fresh. I definitely plan on going back!","[1.0, 0.0]"
First time visiting this place and most likely will be our last! The food is decent but the service is really bad! We order the oyster and they had sand on them! We also order the lobster Mac & cheese as an appetizer but didn't try them because our entree came first to the table so we cancel the order! The lobster roll were good but nothing to rave about!,"[1.0, 0.0]"
By far best sushi in NYC.,"[0.0, 1.0]"
"So the first night that my roommates and I arrived in New York, we went to Artichoke for pizza because we heard it was simply amazing New York pizza. I have to say that I was slightly disappointed that this wasn't really ""New York"" pizza since the slices were fairly thick. Nevertheless, I was still excited because the aroma from this pizza joint was just out of this world and the lines was pretty long at 10pm, so it must have been good pizza. They had a crab pizza that I really wanted to try but were out and I would have had to wait, which I wasn't willing to do because I was so damn hungry from the 4hr. bus ride. So I opted to get the Margaritta pizza and it wasn't what I was expecting. I'm used to Margaritta pizzas that have basil and tomatos with a thin coating of mozzarella cheese. So what did I get from this place? A slice of pizza LAYERED with pounds of cheese...ok, maybe I'm exaggerating but it felt that way since I'm lactose intolerant. Anywho, it turns out...I really liked it! The taste of really strong cheese usually disgusts me but I actually enjoyed it this time around. Even though my roommates and I loved the pizza here, don't come here if you want thin crust pizza..you won't find any.","[0.0, 1.0]"
The best rice & beans in town!,"[0.0, 1.0]"
"Food is very very good and interesting. A must to try. No reservations but the wait was fun outside. Service was good but a bit rough, but no biggy. Staff friendly. Bit crowded and noisy but that's what it's all about. Will go back.","[0.0, 1.0]"
Love this place  some of the best Italian food around,"[0.0, 1.0]"
"I went there for a brunch and it was really delicious. Simple American with fresh ingredients and not too heavy or salty. Very well balanced dish overall. The buttermilk pancakes were delicious but not stellar. Slightly under seasoned and bland, but liked the fact that it was light and not too sweet. Definitely will go back soon.","[1.0, 0.0]"
"So glad Go! Go! Curry! is walking distance from where I work. Love coming here for lunch! Cheap for the amount of food that you get. Basically a hole in the wall type of place, and there is a $10 minimum for credit card use. It's always packed but a seat usually always opens up by the time you get your food. This is solid Japanese curry. It's just the right consistency and flavor. Always served with shredded cabbage and a heaping mound of rice. There's 4 options for the amount of rice that you get. Their katsu is perfectly fried. Crispy exterior with a tender interior. My favorite has been the pork katsu. Getting radish as a topping is a nice addition.","[1.0, 0.0]"
"I had a wonderful experience at Lulu & Me Gastrobar last night.  The staff could not have been more charming, accommodating and attentive.  Every single dish that we ordered was delicious.  The shrimp and cod that we had were fresh, perfectly cooked and flavorful.  The way that the chef seasons her dishes is subtle yet spectacular and allows the ingredients to shine.  Everything we ordered tasted so fresh and light but had really complex flavor profiles.  This is definitely the way that I love my food!  I would give this place the very highest recommendation.  Prices are also extremely low for the high level of quality and great service.  Not one disappointing note from soup to nuts, as they say.  Bravo!!","[0.0, 1.0]"
"I had the fried chicken with rice & peas.   Great. Rice was fresh & they injected seasoning in the meat before they cooked it, resulting in a flavorful spicy chicken.   The jerk chicken is also great too","[0.0, 1.0]"
"Very delicious Olives appetizer with perfectly baked bread. The most delicious South African Shiraz for $16 dollars a glass. Four stars because of service, even though it wasn't busy an late,  the waitress rushed us with the check, as soon as we were done with our meal. The bartender is great. I would recommend this place for people who wants to finish their day with good glass of wine.","[0.0, 1.0]"
"This place is number one on our neighborhood brunch list right now. The french style soft omelette with roasted tomatoes, caramelized onion and goat cheese is amazing! We're vegetarian so we also loved the beet, avocado and goat cheese sandwich. I'm guessing the meat options are tip top too.","[0.0, 1.0]"
corn. get it. the end. ps. such a fan fan fan!,"[1.0, 0.0]"
"thought this place would be another tourist trap. after seeing it on the Gothamist I decided to visit with a friend. mostly community style seating, but not too uncomfortable for a hectic Saturday night. ale selections were vast and unique. I tried the refreshing Crispin ale & the server even made an effort to provide it with an adorable mason jar for convenience. the speckenwolf & famous original were both so delicious. dont forget to ask your server for their daily special. what a great place to enjoy quality ny pizza fresh from the oven to your table. can't wait to come back!","[1.0, 0.0]"
"Trading Post has a restaurant and bar upstairs and what they bill as a 'whiskey den' downstairs... Honestly though, it's all the same, a 2-story bar-restaurant with exposed brick walls and candle lighting making it a sexy enclave for a date spot, or a flirtatious happy hour with co-workers.  The food menu is small and consists mostly of artisan flatbreads, which were delicious, and small shareable plates.  Located in the still Sandy recovering South Street Seaport I'm definitely a big fan of Trading Post and bringing business back to this neighborhood.  Due to it's size this is a great spot for a big group happy hour or dinner.  Staff is very accommodating and the cocktails are great.  Now go check it out for yourself...","[1.0, 0.0]"
"If you really want to impress a girl, a client or a fancypants friend, take them to a Japanese speakeasy eatery, whose deliciously douchy reservation system involves knowing the owner's cell phone number, and some conversational Japanese. The small space is pretty special; the single well-lit, minimalistic room is an ostensible living room: the bar lords over five coffee tables (the largest of which seats up to five) flanked by upholstered chaises and easy chairs. There's a single bathroom (complete with Asian bidet), and a couple of bonsai trees. The kitchen's no-where to be seen. You may also eat here if you want a slightly upscale meal with a small group of good friends. The genius of Boheman is that it's a comfortable ambiance that doesn't steal thunder from the meal, and a comfortable meal that doesn't steal thunder from the company (or your wallet). You'll not necessarily find yourself filling conversational void with talk of food, but you WILL enjoy what you're eating and drinking while being able to carry on a good conversation. $48 buys the tight and consistent five course tasting menu. The food for the price point is very nice, and presented to encourage a pretty intimate, non-too-pretentious experience (e.g., the raw vegetable fondue and baked branzino are served family style; the wagyu burger and sake flan are sizable and feel a little bit like junk food.) The loser to my mind was the mushroom croquette, but everything else was of good quality, and demure. Decent sake / wine list to boot (read: no longer BYOB).","[1.0, 0.0]"
"Had brunch there -- good service, great ambiance.  Portions are big and hearty.  Arturo pizza ($14) features jalepenos, avocados, chorizo, and cheese, and is delicious!(!!!)  Shrimp and grits feature some of the best grits I've had in NYC.  Great deal.","[0.0, 1.0]"
The most gorgeous view and delicious view to boot! Call ahead and ask to be seated at a window.,"[0.0, 1.0]"
"I am torn. on one hand, I love this place, and want to support them, but it's starting to get crowded, and I would hate to think that my review will contribute to longer lines when I want my sandwich... so I will list my few complaints to discourage you. if you go when school is letting out, you will be swarmed by tiny monster-children yelling and handling all the candy. there is one guy who works there that doesn't make a good sandwich. when I see he's working, I just get coffee. it's little. be prepared for a lot of ""sorry, 'scuse me, sorry..."" if you are afraid of squeezing by people, don't go. um... that's all the cons, if you read this far, now to the good stuff! these sandwiches are awesome. and cheap! most of the ones on a hero are easily two meals. try the # 14 for the classic italian hero. (oil and vinegar instead of dressing) the pho real always good, and my new favorite, the east side ink (huge and bacony delicious. but don't tell anyone...","[0.0, 1.0]"
"It's the ~exact~ same thing as Chipotle except with less stuff and rice/beans that are strictly inferior and less flavorful. Everything was prepared well. Nothing under cooked or missing. Actually, I take that back. Their cheese is %^&*ing gross. It's some pale white slab that they put on the tortilla. It had no flavor and looked like crap. What's up with that? But besides that. A-ok. I must admit the green sauce was delicious with a good amount of heat and flavor, but that was the only thing special about this. Place is small. A few tables for 2 and some stools. Ridiculously crowded very easily. Unless you have a hard-on for ""stickin it to tha man"" and making sure every single thing you ingest is organic/whatever, there's no particularly enticing reason to eat here.","[1.0, 0.0]"
"Best Korean food , Kimchi here is the best in the world","[0.0, 1.0]"
"Uva is a great place for a first date. The atmosphere is extremely romantic. For a more detailed review, please click the link below: halsteadproperty.tumblr.…","[1.0, 0.0]"
Great food and good attentive waiter Nick. Had steak and tomatoes and pear and ice cream dessert. Both great.,"[1.0, 0.0]"
"Amazing food, great management. Fish is always great with the side it comes with. Fresh home made whisky pound cake is a great light finish to the great launch or dinner there. ONLY IF PEOPLE STOP GOING THERE SO WE CAN ALWAYS HAVE A SIT; WOULD BE GREAT.","[1.0, 0.0]"
"2+ years later, and another 4 star review. Food is good, but not worth waiting 2+ hours for if you arrive at 1pm. They do use Buzztable, so you can check your wait status on the app - which is kind of fun!","[1.0, 0.0]"
"This place serves up a mean steak and fantastic lobster salad. I think that there's pretty good service, but it really depends on who you get. The place is typically known for brunch, but it's not the ideal spot to take a date to. It's a little bit loud on the weekends, the ambiance isn't exactly romantic. I could imagine people primarily coming here for casual meetings with friends or business acquantices. Overall, pretty good place to find quality French cooking.","[0.0, 1.0]"
I go there every week .. just because of best tacos ever.,"[0.0, 1.0]"
"One point off bc it's hard to find as its in the lobby of the Alexandria center and weird location (Bellevue psych hospital 2blocks away!!!)  but once u get over that you r in a small, but cozy restaurant with a lovely view of the river. Came here for my bday with my bf and we had a great view of the sun setting. Decor: trendy and chic but simple, plenty of nice outdoor seating but ur over the fdr so it's loud, I liked it inside by the window. Food: oh the food! I was hesitant as I recently went to craftbar and was sooooo disappointed with TC, but this was amazing! The ill bugetes of bread were lovely, the bread guy was my BFF by the end bc I kept asking for more! The salad with marinated veggies was ok but the dressing was to vinegary for me. I ordered smoked gnocchi which were served with morels in lovely cheesy sauce and the pillowy goodness of the dumplings had me feeling like I was in heaven. Bf had lamb rib and tbone which was cooked to perfection and complemented well by whimsical sauces, roasted asparagus, and lovely lil potatoes , excellent! Too full for desert but I had the rum and strawberry cocktail which was refreshing n perfect for the summery weather! Would absolutely go again for special occasion, I'm sure the view is even better at night! Ps they grow their own veggies in a garden in the front, now that's what I call seasonably fresh! TC u have redeemed ur self !!!","[1.0, 0.0]"
"Fabulous - food, atmosphere, wine, service (Alan was our server and he is great).  After living in the Middle East, can say with certainty that the kebab was perfect!  So were the brussels sprouts, pulled lamb, Massaya wine, modern mashrabiya decor, etc. And priced right!","[0.0, 1.0]"
"This restaurant is simply amazing.  I LOVE the concept and have had the most incredible meals each time I have visited Feast.   First off, kudos to the ownership on the decor.  I wouldn't have done it different myself, and it's just a lovely place to sit and hangout for a few hours. The food...OMG.  If you order the ""feast"" the portions are small but mighty.  You'll be wondering if you're eating enough and then BAM, you walk out of there so contently stuffed you will wonder when and how it happened.  The food is just delicious.  They have already changed their menu once or twice since opening, which keeps me coming back for more to try their new inventions! Great beer and wine selection too!   I love, love, love this restaurant and am tickled pink that it's in my neighborhood.","[0.0, 1.0]"
"What a charming spot. Stopped by for brunch this weekend and the place was already packed by 11 (it's a small place and best to come w/ 2 - 4 people). I had the sashimi zuke don. Absolutely delicious with marinated salmon, ikura, avocado, shredded seaweed and eggs. My kind of breakfast bowl! The banana nutella croissant. Get that as a dessert. Buttery flakey croissant with nutella oozing out of it. Cannot go wrong. It's also built around a tree. Feels like you're dining inside a treehouse.","[1.0, 0.0]"
My diet is very fortunate the line to heaven is sooooo long.,"[0.0, 1.0]"
Ate here for lunch. Was seated immediately. Ordered all reccomendations of the waiter. Curries were amazing!! Wonderful.,"[0.0, 1.0]"
"Add another to the ever-growing beer scene in Hell's Kitchen. Virtually empty in the afternoon, a seat at the bar in front of a TV is pretty easy. Bartender was friendly and patient while I was going through the happy hour menu. It's expensive, but a solid pour for happy hour (around $5-8). Didn't get food, but looks to be a fancy version of bar food. Nothing really stood out, as I was content with my beer. Apparently they have tap takeovers every so often; would come for one of those.","[1.0, 0.0]"
Good ambience and food,"[0.0, 1.0]"
Food is AWSOME! My family and I have been coming here for many years. Everyone is so nice and welcoming. Tea is always on the table ready for you and your order comes so fast! Food is so delicious and fresh. The roti cannai is obviously everyone's favorite but the pad tai OMG out of this world!!! Also they always let you know how spicy (or not) you want the food. Love love love this place !,"[0.0, 1.0]"
Food is sooooooo good!  Bartender is very nice!,"[0.0, 1.0]"
"VERY GOOD!  I'm a huge persian/mediterenian/middle easter foodie and I have to say this place surprised me and surpassed all of my expectations.  I've had their lamb shawerma, which is juicy and tasty!  Their okra, hummus, babaganoush, mousakaha spinch pie - YUM YUM YUM.  I'm a huge fan, and they deliver + take credit cards.","[1.0, 0.0]"
"This place has a good atmosphere and fast service, plus the food was very tasty and delicious. I had the duck with tamarind sauce and my boyfriend had the massaman curry and both were very delicious and perfectly balanced. The thai ice tea was a little too sweet but it was still very pleasing! I would definitely go here again. It is near the waterfront so after a walk and before going into the subway you can go and get a bite.","[1.0, 0.0]"
Love love LOVE Bijans especially HENRY!! He's the best!! We talk for hours!!!! Oh and the food is DELICIOUS too!!,"[1.0, 0.0]"
"Excellent wine, great service and yummy food. We had the pretzels, shrimp, salad and s'mores for dessert. The pretzels and s'mores were my favorite.","[1.0, 0.0]"
Excellent. Get there early to avoid the line.,"[0.0, 1.0]"
"It was okay, the food was a bit fussy rather then tasty.  Overall there were too many competing flavors.   They were out of quite a few menu choices that we were interested in trying, and we were there by 7 PM.  The waiter helped us with the wine selection, which was excellent and reasonably priced.  The noise level went from loud to moderate.","[0.0, 1.0]"
"Yummy food. The bread basket was amazing. I had the red snapper which was delicious, never had black rice before and truly enjoyed it. My friends had the dry aged sirloin, really good. We also ordered yellowtail, crispy frito, and short ribs for appetizer. My faves were the yellow tail and the short ribs, awesome! For dessert the cheesecake..so amazing! Of course we had to try the spaghetti! It was delicious but we all agreed we needed our own! The portion size was super tiny. Definitely worth a try!","[1.0, 0.0]"
"Great basic comfort food spot with a very cozy dining room and lovely garden. The kitchen was backed up on a recent sat nite but the hostess and servers, even busboys, were lovely and comped us desert for the trouble. We had crispy green beans, burgers, filet sandwich and trout, all of which were excellent.  Great spot for a date or with family.","[0.0, 1.0]"
Horrible staff. So incredibly rude for no reason. God forbid you ask somebody to repeat something. Places like this don't deserve anybody's business. I will never go back. There are plenty of other amazing French style restaurants in NYC.,"[0.0, 1.0]"
Shrimp & Garlic is the best I've had (Just as good if not better then top restaurants in Spain) Great selection of Serrano Ham & cheeses! Had most of the menu & have nothing bad to say about any dish!!!! Sangria is also a must try!,"[1.0, 0.0]"
it's a real burger experience! Bistroburger is fantastic with its delicious bacon and cheese and fresh onion. the meat is savory enormous and perfectly cooked. i love it more than anywhere in the world. Samantha from Milan,"[0.0, 1.0]"
"I went on my birthday to celebrate on May 31, 2013 at the Upper West Side location.  I heard so many great things only to be extremely disappointed. I will not be returning.  The service was terrible. I had made reservations with a party of 7 and because one person was missing, I was not seated. Meanwhile a caucasion man came in with so many people and his entire party was not there and he was seated rather quickly.  Not my place, noisy, the staff is rude.","[0.0, 1.0]"
"This was my first time eating Austrian food, and I will definitely be going back for more! The restaurant has a great ambiance: very intimate, cozy, and dimly lit. The staff is extremely friendly; the owner introduced himself to us, and upon learning that my friend is Austrian, stayed to chat. Even though we had to wait to get a table (15-20 minutes), we were able to get seats at the bar, and were encouraged to order our meal there so that it would be ready once we got a table. My friend and I shared our main courses: we ordered trout mullerin and cheese spatzle. I am still dreaming about them: the trout has a delicious crust of toasted almonds, is sitting on a bed of spinach with potatoes on the side, and it is covered in a buttery sauce that beautifully brings the dish together. The cheese spatzle I also highly recommend-- it is like an upscale comfort food; they use an excellent cheese! The food is also reasonably priced for its quality. Enjoy!","[0.0, 1.0]"
"So. freaking. good. Came here to celebrate a birthday dinner a couple weekends back. It was my first time at the restaurant...aaand I will def be back. Highlights of the meal include the brussel sprouts (holy crap), the hummus, and the batata harra (potato dish). In fact, those three flavors combined yields the perfect bite. I kid you not. The baba ghanouj was good, too. As was the cauliflower dish, and the fattoush. Yum scrum. Didn't try the meat dishes but heard they were very good. Ilili got a stamp of approval from our Lebanese friend, who said it's one of the best Lebanese restaurant he has tried in the U.S. yet (the guy knows his food). Also loved the ambiance -- dim lighting, high ceilings, and a large space, so great for big and small groups alike.","[1.0, 0.0]"
"I decided to take myself out for a nice lunch and chose Lupa.  Problems began as soon as I sat down on the just-too-small-enough bar stool, which was just a little too small for me.  But that was not the problem.  As I arrived, the bar tender was engaging with a customer who was ordering, and it was a full three minutes before he paid me any attention.  Neither did anyone offer me some water.  In short, I did not feel welcomed, especially as a new customer.  Let the record show that I was given an ameuse geule, a small crostini with a fava mash on it, but it was handed to me nervously and I had to ask what it was.  Finally, BT slid the menu my way, but not quite in front of me.  I had overheard him recommend the head cheese to the other customer, so I ordered that, pasta carbonara, and brussel sprouts.  I won't bore you with every detail, but the head cheese, though delicious, was like a thick puddle and had no real texture, the pasta was almost not quite done, that is, too al dente, and had good buy odd flavor, and  the pancetta portion was not generous.  The brussel sprouts were good.  so was the table focaccia, though it would have been much better a little warmed; it is heavenly at Batali's Tarry Inn in Eastchester.  Though the place was by no means full when I arrived, I felt i waited far too long for each course and no one noticed me looking at my watch after 15 minutes.   Come on, people, notice and anticipate...tend to your customers -- some water, some more bread, some love.  And yes, waiters should read Thomas Jefferson, who wrote that when at someone's else's table, out of common sense and respect to the chef, he never salted food before tasting it...after seeing my pasta arrive, BT asked me if I wanted some grated cheese on it, to which I replied, ""I'll let you know after I taste it.""   The wine.  Lupa sells only sparkling wine by the glass.  All ofher wines come in a small carrafe and it seems that I got a good 2.5 glasses out of it.  I ordered the Lachryma Christi Monte Alberdino, a very nice wine, indeed.  Trouble was, I never drink that much at lunch, and who wants to waste wine?  It was just too much, which would not be a criticism at dinner.  If I ever go there again, I will order a beer, thank you very much.  Oh...when i asked the waiter what grape the delicious wine came from, he kind of panicked.  i heard him nervously ask another member of the wait staff, who kind of freaked out about it.  So, while they were coming up short, I just Googled it and showed the BT the answer.  Today's BT should know how to Google such questions and make it a moment of shared interest with the customer.  It is corda di volpe, wolf's tail.  Va bene? From what I could feel and ascertain from the faces during a conversation between the BT and what looked like the manager, all was not well in Lupa that day. No one looked happy or content and/or eager to please.  I hope I am right, because I don't want to think that this was normal service.   You might think I am a finicky restaurant goer.  I am not, really, but when i pay $65 for lunch, I want to feel welcomed and to be treated with good service.","[1.0, 0.0]"
The beer selection is good.  But really? $9 average price for bottled beer?   That is pretty over the top.  Food is ok and not overpriced but I just cannot get past $9 for a 12 ounce beer (range is 7-12). This is Forest Hills!   People must be desperate for cool hang out spots around here.  They don't charge these prices in Brooklyn and I think the locals here are getting played.,"[1.0, 0.0]"
"Although I wasn't a huge fan of the house sauce, the actual burger portion of my meal was amazing. They are having a weekly 8 dollar burger which is nice. Make sure to tell the if you want your burger more cooked than medium rare.","[1.0, 0.0]"
